		corr
Dag1	Atxn1	0.5686077153415164
Dag1	Rpl27-ps3	0.5277133237864912
Dag1	Krt19	0.5348403067932846
Dag1	Id3	0.596657569108961
Dag1	Wdr45	0.5890585547849782
Dag1	Sema3a	0.5332500041854235
Dag1	Arhgef26	0.619215320507264
Dag1	Pxdn	0.5725798174273684
Dag1	Tjp1	0.5352071250932163
Dag1	Igfbp6	0.5625372988863279
Ppp3ca	Akap5	0.6585160776349471
Ppp3ca	Cav1	0.6405595240613424
Ppp3ca	Fstl1	0.5801922978894967
Ppp3ca	S100a6	0.5778224092833654
Ppp3ca	Col4a3	0.5475226496228865
Ppp3ca	Clic5	0.6715159354740682
Ppp3ca	Pdpn	0.6079026320228007
Ppp3ca	Dpysl2	0.5840247479807696
Ppp3ca	Emp2	0.5467515652132255
Ppp3ca	Rtkn2	0.625369632239377
Ppp3ca	Pmp22	0.5284923061737437
Ppp3ca	Gprc5a	0.612235978861253
Ppp3ca	Itgb6	0.6023569358263998
Ppp3ca	Sdpr	0.675797211957224
Ppp3ca	Lgals3	0.5238015035579663
Ppp3ca	Timp3	0.5015010028610046
Ppp3ca	Rpl36	0.514756783937057
Ppp3ca	Hopx	0.6045538989680747
Ppp3ca	Cryab	0.5127213372661046
Ppp3ca	Tmem213	0.5966729511386214
Ppp3ca	Agrn	0.5361631145771396
Ppp3ca	Qk	0.5313041312517658
Ppp3ca	Ahnak	0.616902044975578
Ppp3ca	Clic3	0.5486159120668613
Ppp3ca	Ptrf	0.5221908566838652
Ppp3ca	Gja1	0.5792062921182002
Ppp3ca	Cnn2	0.5464506861499188
Ppp3ca	Col4a1	0.5044760386327094
Ppp3ca	Krt7	0.5764046553719264
Ppp3ca	Msln	0.5740203866440758
Ppp3ca	Myh9	0.6553897642088082
Ppp3ca	Vegfa	0.5729091560129194
Ppp3ca	Rpl27-ps3	0.5715664944015052
Ppp3ca	Krt19	0.5983490827580616
Ppp3ca	Sema3a	0.504888963864919
Ppp3ca	Pxdn	0.5128603917290692
Ppp3ca	Dag1	0.5618970982721371
Scp2	Sftpa1	0.5277616669195926
Scp2	Sftpc	0.5226676154258411
Scp2	Cd36	0.5314405158584163
Scp2	Lamp3	0.5142450164501099
Scp2	Slc34a2	0.5207915998901423
Scp2	Scd1	0.5447804207680451
Scp2	Chil1	0.5182148617291737
Gsk3b	Fstl1	0.5180265333560536
Gsk3b	St13	0.5113298501151394
Gsk3b	Rpl27-ps3	0.5456490647621058
Gsk3b	Uba52	0.5086598066391421
Npnt	Akap5	0.6585545446616784
Npnt	Cav1	0.6431911676039602
Npnt	S100a6	0.5872559006411111
Npnt	Col4a3	0.5474983804628396
Npnt	Clic5	0.5891607384176839
Npnt	Pdpn	0.6956371806990749
Npnt	Tspan8	0.5540853211798811
Npnt	Dpysl2	0.6051735713048575
Npnt	Rtkn2	0.6372137430368436
Npnt	Pmp22	0.5424035241480631
Npnt	Gprc5a	0.5377660385372188
Npnt	Sdpr	0.6270258081024854
Npnt	Tmem37	0.5481373253775483
Npnt	Cldn18	0.5274170931838941
Npnt	Hopx	0.5954419703322773
Npnt	Cryab	0.5862153098682085
Npnt	Tmem213	0.5694790050272371
Npnt	Agrn	0.5975462480495043
Npnt	Lmo7	0.5051694925702687
Npnt	Ahnak	0.5797035816393385
Npnt	Clic3	0.5251465795368568
Npnt	Cav2	0.5011553428928359
Npnt	Lamc2	0.5624701079435398
Npnt	Rgcc	0.612229870741453
Npnt	Sparc	0.521808310128816
Npnt	Limch1	0.6086286973356391
Npnt	Fbln5	0.5466854571807597
Npnt	Msln	0.5462279151554574
Npnt	Myh9	0.5668432545603375
Npnt	Hs2st1	0.5175428019856698
Npnt	Vegfa	0.5052710626360267
Npnt	Arhgef26	0.6136799590371703
Npnt	Igfbp6	0.5289388649353611
Npnt	Dag1	0.5985181288064144
Fads3	Gsn	0.509002582352984
Ssr3	Rpl36	0.5125307569946898
Ssr3	Rpl27-ps3	0.5135544628675436
Crip2	Cav1	0.5274339772766117
Crip2	S100a6	0.5057758714490879
Crip2	Clic5	0.5291960637980885
Crip2	Sdpr	0.5551200767943002
Crip2	Tmem37	0.5045554912529102
Crip2	Lgals3	0.530147845114953
Crip2	Msn	0.5587595859222707
Crip2	Hopx	0.6049354878109472
Crip2	Clic3	0.5481683061794799
Crip2	Cav2	0.5015505546413985
Crip2	Ptrf	0.5474609532856832
Crip2	Krt7	0.5546279598801794
Crip2	Krt19	0.5416326438075288
Fasn	Trf	0.5730628312249251
Fasn	Acsl4	0.5024843834334274
Fasn	Retnla	0.5316187510229388
Tubb4b	Ly6e	0.5140023246887272
Myo1c	Akap5	0.6505620396858608
Myo1c	Cav1	0.6559915337791835
Myo1c	Fstl1	0.517726248452058
Myo1c	S100a6	0.6463933431201457
Myo1c	Col4a3	0.5530108239610609
Myo1c	Clic5	0.5496905456142339
Myo1c	Pdpn	0.5809825911665525
Myo1c	Tspan8	0.5726331418536166
Myo1c	Dpysl2	0.5940531502084602
Myo1c	Emp2	0.5620204598277643
Myo1c	Ager	0.5699123161445749
Myo1c	Rtkn2	0.5656831450756188
Myo1c	Pmp22	0.5720982271311427
Myo1c	Gprc5a	0.6062687462430395
Myo1c	Sdpr	0.5979008771446326
Myo1c	Tmem37	0.5805446342608833
Myo1c	Lgals3	0.5703643053226138
Myo1c	Msn	0.5815928164778066
Myo1c	Timp3	0.5587668318078041
Myo1c	Hopx	0.6211367773661837
Myo1c	Cryab	0.6059448548363924
Myo1c	Agrn	0.5747083909685266
Myo1c	Lmo7	0.5140805955680054
Myo1c	Qk	0.5180469482974491
Myo1c	Ahnak	0.5526954216458739
Myo1c	Clic3	0.6011722875893782
Myo1c	Lamc2	0.5475510235616093
Myo1c	Rgcc	0.5292618526823646
Myo1c	Sparc	0.517968910112812
Myo1c	Limch1	0.5380736736724252
Myo1c	Ptrf	0.5770578249657277
Myo1c	Cnn2	0.53875711297962
Myo1c	Fbln5	0.620086421775835
Myo1c	Col4a1	0.5124530091542527
Myo1c	Krt7	0.5982443750087026
Myo1c	Msln	0.5080046893529768
Myo1c	Krt19	0.5272319377151174
Myo1c	Wdr45	0.6037453474299443
Myo1c	Sema3a	0.5208036346673817
Myo1c	Edn3	0.5092792173827165
Myo1c	Pxdn	0.5184449352002598
Myo1c	Tjp1	0.5552036265306128
Myo1c	Igfbp6	0.5634108524298231
Myo1c	Dag1	0.5744655485516497
Rhoa	Akap5	0.6527814587707723
Rhoa	Cav1	0.665921562011407
Rhoa	Fstl1	0.6107650176234201
Rhoa	S100a6	0.6481922985053139
Rhoa	Col4a3	0.5570464125658302
Rhoa	Clic5	0.6076134659378165
Rhoa	Pdpn	0.6088907143625861
Rhoa	Tspan8	0.5576238198645985
Rhoa	Dpysl2	0.6176009407241151
Rhoa	Emp2	0.5191677433289655
Rhoa	Ager	0.5340722905200108
Rhoa	Rtkn2	0.6012784740461131
Rhoa	Pmp22	0.558759806559632
Rhoa	Gprc5a	0.5502092615801404
Rhoa	Itgb6	0.535818140779955
Rhoa	Sdpr	0.5917850867715831
Rhoa	Lgals3	0.618235880994995
Rhoa	Msn	0.5227377812530136
Rhoa	Cldn18	0.5198215005654075
Rhoa	Hopx	0.684420221971551
Rhoa	Cryab	0.5616558621554228
Rhoa	Tmem213	0.5684660409655148
Rhoa	Agrn	0.575890430078335
Rhoa	Lmo7	0.5315445702223464
Rhoa	Qk	0.5884235928594773
Rhoa	Ahnak	0.5839057030451046
Rhoa	Clic3	0.616779256871466
Rhoa	Cav2	0.5375071945514852
Rhoa	Lamc2	0.5550556287748359
Rhoa	Rgcc	0.5943363902021211
Rhoa	Sparc	0.5525547567215963
Rhoa	Limch1	0.5147581667576386
Rhoa	Ptrf	0.5523887264999983
Rhoa	Gja1	0.5477773757720382
Rhoa	Cnn2	0.5207717355935411
Rhoa	Krt7	0.5529653062736697
Rhoa	Msln	0.5622613771537914
Rhoa	Myh9	0.6621587179633978
Rhoa	Col4a2	0.5179432413201343
Rhoa	Cux1	0.5326703708993077
Rhoa	Atxn1	0.5455310055944071
Rhoa	Rpl27-ps3	0.5009817423224854
Rhoa	Krt19	0.6174814403720107
Rhoa	Id3	0.5578832522609777
Rhoa	Plp2	0.533416206827675
Rhoa	Lama5	0.5100513962099175
Rhoa	Arhgef26	0.5287768405063177
Rhoa	Tmod3	0.5286601299681931
Rhoa	Pxdn	0.5122877027311888
Rhoa	Tjp1	0.5109485439047613
Rhoa	Dag1	0.539673515067937
Rhoa	Ppp3ca	0.5990246950796154
Atp6v1c2	Acsl4	0.528736275290454
Cd44	Cd74	0.5217991180425385
Cd44	Lgals9	0.5368410842237308
Prnp	Lyz2	0.5234202085403761
Ehd2	Akap5	0.564868880583516
Ehd2	Cav1	0.5270014508861822
Ehd2	S100a6	0.5193277612915771
Ehd2	Col4a3	0.5663529972397141
Ehd2	Clic5	0.5211223084365864
Ehd2	Pdpn	0.5970436267002659
Ehd2	Tspan8	0.5100684706203606
Ehd2	Dpysl2	0.5064309545600915
Ehd2	Emp2	0.5208643882356608
Ehd2	Ager	0.5306096684395499
Ehd2	Rtkn2	0.5419039629007739
Ehd2	Pmp22	0.5082460053429251
Ehd2	Itgb6	0.5459343850765416
Ehd2	Sdpr	0.519693191088273
Ehd2	Tmem37	0.5389976168752568
Ehd2	Lgals3	0.5484842691563794
Ehd2	Hopx	0.5785747075957764
Ehd2	Cryab	0.5812176832275551
Ehd2	Agrn	0.512318125268989
Ehd2	Lamc2	0.5782508792776787
Ehd2	Rgcc	0.5816991698306391
Ehd2	Ptrf	0.5153001957413722
Ehd2	Cnn2	0.5285956799804143
Ehd2	Msln	0.5093500593405543
Ehd2	Hs2st1	0.5066813241001975
Ehd2	Myo1c	0.5054930951146824
Gm10076	Akap5	0.5986032580710977
Gm10076	Cav1	0.6268705367822202
Gm10076	Fstl1	0.8332706321148513
Gm10076	S100a6	0.621589537095501
Gm10076	Clic5	0.5931492931878007
Gm10076	Pdpn	0.570294845572686
Gm10076	Tspan8	0.5046148014344223
Gm10076	Dpysl2	0.5375196019718805
Gm10076	Emp2	0.5194380909879972
Gm10076	Rtkn2	0.5264308391748235
Gm10076	Gprc5a	0.6058792864005057
Gm10076	Sdpr	0.5859519727211567
Gm10076	Lgals3	0.509094963365676
Gm10076	Cldn10	0.511298038951498
Gm10076	Rpl36	0.8787062918306443
Gm10076	Hopx	0.6044513442716725
Gm10076	Tmem213	0.7919295868593706
Gm10076	Agrn	0.5993082308649061
Gm10076	Qk	0.5124576982806901
Gm10076	Ahnak	0.588925161232404
Gm10076	Clic3	0.5407421200412423
Gm10076	Ptrf	0.5405072529417931
Gm10076	Gja1	0.5709299922113864
Gm10076	Krt7	0.6330401764459176
Gm10076	Msln	0.5577246309327226
Gm10076	Myh9	0.7174593357273524
Gm10076	Cux1	0.5654496112082044
Gm10076	Atxn1	0.5912484561977845
Gm10076	Rpl27-ps3	0.7767546830021494
Gm10076	Krt19	0.6869141362438685
Gm10076	Uba52	0.6818531135479035
Gm10076	Id3	0.5188863723136206
Gm10076	Dag1	0.5411509893056016
Gm10076	Ppp3ca	0.5981104948198896
Gm10076	Crip2	0.5375831393344325
Gm10076	Rhoa	0.5516696945377606
Krt8	Akap5	0.5274862673907712
Krt8	Cav1	0.5512296586201131
Krt8	S100a6	0.6373853294119008
Krt8	Clic5	0.5872139402010853
Krt8	Dpysl2	0.5268829792907385
Krt8	Emp2	0.5029181634103017
Krt8	Gprc5a	0.572304338855377
Krt8	Lgals3	0.6716732338118818
Krt8	Msn	0.50587452061309
Krt8	Timp3	0.5673431492413133
Krt8	Hopx	0.5894912475006189
Krt8	Agrn	0.5288398312872006
Krt8	Lmo7	0.5314639154359945
Krt8	Ahnak	0.6046288151476776
Krt8	Clic3	0.6370503570559146
Krt8	Cav2	0.5132731370837593
Krt8	Rgcc	0.5036729451464782
Krt8	Ptrf	0.5736759873381905
Krt8	Gsn	0.5592307797179088
Krt8	Krt7	0.568223130267637
Krt8	Msln	0.5057975343390549
Krt8	Krt19	0.6640664116597667
Krt8	Wdr45	0.5154388914081443
Krt8	Crip2	0.541025502943147
Krt8	Gm10076	0.5095018971879486
Cd200	Cbr2	0.7087390272494756
Cd200	Sftpd	0.5312921784278823
Cd200	Nupr1	0.5456481189272582
Cd200	Acsl4	0.5010048478408978
Sec14l3	Cav1	0.5008495823973416
Sec14l3	S100a6	0.5153492712081927
Sec14l3	Clic5	0.5153749243927611
Sec14l3	Ager	0.535344877854522
Sec14l3	Lgals3	0.5918269535827911
Sec14l3	Hopx	0.5956409667722558
Sec14l3	Cryab	0.537129047235743
Sec14l3	Agrn	0.5480713682862157
Sec14l3	Lmo7	0.5481908960748458
Sec14l3	Ahnak	0.5278368845925463
Sec14l3	Clic3	0.6376901920966386
Sec14l3	Sparc	0.5439570194255671
Sec14l3	Ptrf	0.5454667026028229
Sec14l3	Krt19	0.58614210123014
Sec14l3	Plp2	0.5271700206734092
Sec14l3	Rhoa	0.5042047664498269
Sec14l3	Krt8	0.5494529232111277
Tinagl1	Akap5	0.6627474759957711
Tinagl1	Cav1	0.6566043855297811
Tinagl1	S100a6	0.5999942113318255
Tinagl1	Col4a3	0.601642563811752
Tinagl1	Clic5	0.6301473613425129
Tinagl1	Pdpn	0.6519065888179003
Tinagl1	Tspan8	0.5376257856369023
Tinagl1	Dpysl2	0.6076142864401186
Tinagl1	Emp2	0.5933344527169747
Tinagl1	Ager	0.625318679851083
Tinagl1	Rtkn2	0.6463068368845571
Tinagl1	Pmp22	0.548515531841385
Tinagl1	Gprc5a	0.5611917268012259
Tinagl1	Sdpr	0.6572602736486638
Tinagl1	Lgals3	0.5450558058939933
Tinagl1	Timp3	0.5976559073934873
Tinagl1	Hopx	0.5985148752642109
Tinagl1	Lmo7	0.5569841952415208
Tinagl1	Qk	0.5421122679249477
Tinagl1	Ahnak	0.6499300942727031
Tinagl1	Clic3	0.536431387708431
Tinagl1	Col4a4	0.5543860250724565
Tinagl1	Limch1	0.6067651787264045
Tinagl1	Ptrf	0.6101056013370952
Tinagl1	Gja1	0.5489210497086644
Tinagl1	Cnn2	0.5895324630719393
Tinagl1	Fbln5	0.5510685000915653
Tinagl1	Msln	0.5706154615204526
Tinagl1	Myh9	0.5599396729139692
Tinagl1	Vegfa	0.535784268496839
Tinagl1	Atxn1	0.526458560021784
Tinagl1	Id3	0.5477957304041333
Tinagl1	Wdr45	0.541589518158076
Tinagl1	Sema3a	0.6465628827521018
Tinagl1	Arhgef26	0.5155456520547383
Tinagl1	Pxdn	0.5952771149067034
Tinagl1	Tjp1	0.584037040301029
Tinagl1	Dag1	0.6043135639578439
Tinagl1	Myo1c	0.5752425447399633
Set	Fstl1	0.5191081523137562
Set	Rpl36	0.5453383968461241
Set	St13	0.5123070916848481
Set	Per3	0.5039543839299989
Set	Rpl27-ps3	0.5840998104814665
Set	Gm10076	0.5525827756134176
Npc2	Sftpa1	0.6158236565728556
Npc2	Sftpc	0.6194426086258175
Npc2	Cd36	0.6169145199512553
Npc2	Lamp3	0.6152057388567972
Npc2	Slc34a2	0.5959507904663772
Npc2	Scd1	0.5847253497996331
Npc2	Cxcl15	0.5702571336711568
Npc2	Chil1	0.5115653496495657
Npc2	Napsa	0.5471333912264784
Npc2	Etv5	0.5608691062654133
Npc2	Rnase4	0.5045947436023933
Npc2	Hc	0.503296656420082
Npc2	Sftpb	0.5852038117894814
Npc2	Ctsc	0.607852891415472
Npc2	Pon3	0.5689214043481836
Npc2	Egfl6	0.5426475664265451
Npc2	Dram1	0.5114708605506431
Npc2	Cat	0.502530492555389
Npc2	Lpcat1	0.5050291253727208
Npc2	Scp2	0.5266076115783799
Zfp36	Ubc	0.5122720700448985
S100g	Lyz2	0.6507250182289751
S100g	Sftpa1	0.7304221755228207
S100g	Sftpc	0.6609690052802625
S100g	Cd36	0.7249508962223137
S100g	Lamp3	0.7257711537923218
S100g	Slc34a2	0.7387025462540381
S100g	Scd1	0.69029973353411
S100g	H2-Aa	0.5260969229863438
S100g	Cxcl15	0.7388982513055375
S100g	Chil1	0.6665709795826628
S100g	Sftpd	0.5537343940627879
S100g	Napsa	0.5777531198129061
S100g	Etv5	0.5608031280923147
S100g	Rnase4	0.6034959369987599
S100g	Hc	0.7590582926761891
S100g	Sftpb	0.6679008274594768
S100g	Egfl6	0.6826748608921451
S100g	Dram1	0.5713864714661325
S100g	Cat	0.5054671997224546
S100g	Il33	0.5086660012448292
S100g	Pi4k2b	0.5617540140486248
Mgst1	Cbr2	0.5932840814779635
Mgst1	Nupr1	0.569758219274026
Mgst1	Hp	0.5128038095407306
Mgst1	Acsl4	0.5248831333060138
Qpct	Trf	0.5072933763793379
Qpct	Scgb1a1	0.5220663773007612
Qpct	Scgb3a2	0.6066518147835879
Qpct	Cldn10	0.5971612150571858
Qpct	Cyp2f2	0.5390231853131768
Qpct	Aldh1a7	0.5617021389976197
Qpct	Upk3a	0.6260948984913828
Qpct	Ppm1h	0.5170594253539244
Pdcd4	Fstl1	0.6721230444755467
Pdcd4	Rpl36	0.6622040414264315
Pdcd4	Tmem213	0.6182651801906349
Pdcd4	Krt7	0.5494121516747583
Pdcd4	Myh9	0.574644520587717
Pdcd4	Per3	0.5481102572839954
Pdcd4	Rpl27-ps3	0.6671420923948234
Pdcd4	Uba52	0.618273555974478
Pdcd4	Ppp3ca	0.5341381388852131
Pdcd4	Gm10076	0.6384230602626741
Pdcd4	Set	0.578338254401317
Pde7a	Akap5	0.5827085789445503
Pde7a	Cav1	0.5570125966080013
Pde7a	Clic5	0.5693674548933582
Pde7a	Pdpn	0.5899149522726677
Pde7a	Dpysl2	0.5081121338480528
Pde7a	Rtkn2	0.6294815514939651
Pde7a	Sdpr	0.6460722767708744
Pde7a	Hopx	0.5106354912195452
Pde7a	Cryab	0.5256383923408837
Pde7a	Agrn	0.5988175656355906
Pde7a	Lmo7	0.5211874365657151
Pde7a	Qk	0.5621166442322009
Pde7a	Ahnak	0.5369247204224652
Pde7a	Clic3	0.5203807786216471
Pde7a	Myh9	0.5015725274542746
Pde7a	Hs2st1	0.5118381418879161
Pde7a	Vegfa	0.5134944609686126
2200002D01Rik	Akap5	0.7128579061867545
2200002D01Rik	Cav1	0.693558214710156
2200002D01Rik	Fstl1	0.5402822508589162
2200002D01Rik	S100a6	0.7721347944327056
2200002D01Rik	Col4a3	0.5664840739851943
2200002D01Rik	Clic5	0.6795330817917407
2200002D01Rik	Ndnf	0.5347074638832445
2200002D01Rik	Pdpn	0.6732686188592127
2200002D01Rik	Tspan8	0.5556857511447305
2200002D01Rik	Dpysl2	0.6495518818715913
2200002D01Rik	Emp2	0.6018143050877225
2200002D01Rik	Ager	0.587302952275742
2200002D01Rik	Rtkn2	0.6119678067646032
2200002D01Rik	Pmp22	0.5913940610258847
2200002D01Rik	Gprc5a	0.6450707942479983
2200002D01Rik	Itgb6	0.5593909864550631
2200002D01Rik	Sdpr	0.6311157212864038
2200002D01Rik	Tmem37	0.6057532062528436
2200002D01Rik	Lgals3	0.7882476771779996
2200002D01Rik	Msn	0.5821833742018021
2200002D01Rik	Timp3	0.5576044023488281
2200002D01Rik	Rpl36	0.5047453333895997
2200002D01Rik	Hopx	0.6592688886397428
2200002D01Rik	Cryab	0.6728744317632195
2200002D01Rik	Tmem213	0.6236840984693394
2200002D01Rik	Agrn	0.6328282054025965
2200002D01Rik	Lmo7	0.5605033021857703
2200002D01Rik	Qk	0.6100244723822649
2200002D01Rik	Ahnak	0.6880459194972969
2200002D01Rik	Clic3	0.7000346743560802
2200002D01Rik	Lamc2	0.6080236161816671
2200002D01Rik	Rgcc	0.6323318421749838
2200002D01Rik	Col4a4	0.5226471100133129
2200002D01Rik	Sparc	0.5929945050104127
2200002D01Rik	Limch1	0.5832320289745884
2200002D01Rik	Ptrf	0.6442314240787151
2200002D01Rik	Gja1	0.5006640055601863
2200002D01Rik	Gsn	0.594693142835849
2200002D01Rik	Anxa3	0.5216806455967726
2200002D01Rik	Cnn2	0.6133383128327409
2200002D01Rik	Fbln5	0.5579555169038702
2200002D01Rik	Krt7	0.5924106095985551
2200002D01Rik	Msln	0.6372542293610829
2200002D01Rik	Myh9	0.5691673222877571
2200002D01Rik	Psat1	0.5043312626959873
2200002D01Rik	Cux1	0.5034321109030914
2200002D01Rik	Vegfa	0.5191981764512585
2200002D01Rik	Atxn1	0.5234398757733741
2200002D01Rik	Krt19	0.6570767293602864
2200002D01Rik	Ano1	0.5149004200513501
2200002D01Rik	Id3	0.531795710446728
2200002D01Rik	Wdr45	0.5812133399754257
2200002D01Rik	Lama5	0.5729076329336008
2200002D01Rik	Arhgef26	0.5593481501067399
2200002D01Rik	Fam174b	0.5175813133593052
2200002D01Rik	Pxdn	0.5565524451545716
2200002D01Rik	S100a10	0.5069287764960193
2200002D01Rik	Tjp1	0.5259246913289998
2200002D01Rik	Igfbp6	0.5234480014101861
2200002D01Rik	Dag1	0.6044708541886329
2200002D01Rik	Ppp3ca	0.5424903423616065
2200002D01Rik	Npnt	0.5033755054050674
2200002D01Rik	Myo1c	0.5333529472657307
2200002D01Rik	Rhoa	0.5950332472243759
2200002D01Rik	Gm10076	0.5555359884829473
2200002D01Rik	Krt8	0.5699532531772157
Mif	Fstl1	0.5811666395112917
Mif	Cldn10	0.5151141290066229
Mif	Rpl36	0.6408531055195942
Mif	Tmem213	0.5376551791537935
Mif	Rpl27-ps3	0.5722322862052039
Mif	Uba52	0.5177694665385183
Mif	Gm10076	0.6061125454115893
Mif	Pdcd4	0.536705021362419
Egr1	Ubc	0.643319348253633
Cd9	Akap5	0.6261781329425585
Cd9	Cav1	0.6123165661160769
Cd9	S100a6	0.6236958686217852
Cd9	Col4a3	0.5357097581437301
Cd9	Clic5	0.6046871187610325
Cd9	Pdpn	0.572084329153028
Cd9	Tspan8	0.565244018137433
Cd9	Dpysl2	0.6361290683706936
Cd9	Emp2	0.5701758576207689
Cd9	Ager	0.6226033170856266
Cd9	Rtkn2	0.5411282995602765
Cd9	Pmp22	0.5345483504499464
Cd9	Gprc5a	0.5916687132170101
Cd9	Itgb6	0.5382390108912087
Cd9	Sdpr	0.5724773317711018
Cd9	Tmem37	0.570697303738413
Cd9	Lgals3	0.549463439042305
Cd9	Msn	0.5899249437856446
Cd9	Timp3	0.6222698936921
Cd9	Cldn18	0.5913084033512134
Cd9	Hopx	0.5957222483702029
Cd9	Cryab	0.6230747152205027
Cd9	Tmem213	0.5059766300932558
Cd9	Agrn	0.5596026817107342
Cd9	Lmo7	0.5184452690545007
Cd9	Ahnak	0.6145482507747575
Cd9	Clic3	0.5584795697964379
Cd9	Lamc2	0.5097890415265905
Cd9	Rgcc	0.5655724918812564
Cd9	Limch1	0.538462188524489
Cd9	Ptrf	0.6125328096422722
Cd9	Cnn2	0.5138958471702632
Cd9	Fbln5	0.5700730070227737
Cd9	Krt7	0.5366999638401625
Cd9	Msln	0.5653444120170701
Cd9	Myh9	0.510097303151776
Cd9	Atxn1	0.5464167483982199
Cd9	Krt19	0.5572270846174058
Cd9	Wdr45	0.5012290133590759
Cd9	Tjp1	0.5231558811221588
Cd9	Dag1	0.5011818827925045
Cd9	Ppp3ca	0.5074508725888965
Cd9	Myo1c	0.5716644920244642
Cd9	2200002D01Rik	0.5715741419009068
Lcn2	Lyz2	0.607890853921452
Lcn2	Sftpa1	0.6288394842188799
Lcn2	Sftpc	0.541833347891306
Lcn2	Cd36	0.6290749923129085
Lcn2	Lamp3	0.6142129847530903
Lcn2	Slc34a2	0.6513105134122246
Lcn2	Scd1	0.6548857965151005
Lcn2	H2-Aa	0.5490025479459308
Lcn2	Cxcl15	0.6377471057731497
Lcn2	Chil1	0.6538439531255295
Lcn2	Sftpd	0.5370759657629242
Lcn2	Etv5	0.5243143898127192
Lcn2	Cd74	0.525360021387964
Lcn2	Rnase4	0.5922742240567073
Lcn2	Hc	0.6753808924708924
Lcn2	Sftpb	0.5386383564626426
Lcn2	Egfl6	0.5377326177069482
Lcn2	Dram1	0.5149948933649879
Lcn2	Elovl1	0.5255628415190939
Lcn2	Il33	0.6434513423966923
Lcn2	S100g	0.6595053410739231
Anxa1	Akap5	0.5428132223399482
Anxa1	Cav1	0.5881224217454731
Anxa1	Fstl1	0.6502545740100396
Anxa1	S100a6	0.6126939076408754
Anxa1	Clic5	0.52054125673324
Anxa1	Dpysl2	0.5283798852320627
Anxa1	Emp2	0.517213557479556
Anxa1	Gprc5a	0.5028151075162476
Anxa1	Sdpr	0.5643742891051471
Anxa1	Lgals3	0.5321398352128511
Anxa1	Rpl36	0.6158838642284883
Anxa1	Hopx	0.5624807156270711
Anxa1	Cryab	0.5078668651209692
Anxa1	Tmem213	0.5646879102520197
Anxa1	Ahnak	0.594892610202728
Anxa1	Clic3	0.5391102826177335
Anxa1	Krt7	0.6052106504218178
Anxa1	Msln	0.54223240822888
Anxa1	Myh9	0.5737636128928139
Anxa1	Rpl27-ps3	0.5706991017193023
Anxa1	Krt19	0.6590887934876172
Anxa1	Uba52	0.5163476732569431
Anxa1	Ppp3ca	0.5281864044468668
Anxa1	Crip2	0.5832568531717248
Anxa1	Rhoa	0.5167029406489186
Anxa1	Gm10076	0.6380489751610239
Anxa1	Krt8	0.5802019059451611
Anxa1	Set	0.5166473250417624
Anxa1	Pdcd4	0.5051836060122619
Anxa1	2200002D01Rik	0.548799606704442
Wwtr1	Akap5	0.536532087249392
Wwtr1	Cav1	0.5277462402758677
Wwtr1	Fstl1	0.532754599078337
Wwtr1	S100a6	0.5231236088648314
Wwtr1	Clic5	0.5758437978691998
Wwtr1	Pdpn	0.5421597682849398
Wwtr1	Emp2	0.5289898693168642
Wwtr1	Gprc5a	0.5156307038006521
Wwtr1	Timp3	0.5376601612610781
Wwtr1	Hopx	0.5456720888370341
Wwtr1	Tmem213	0.5669426493010153
Wwtr1	Agrn	0.5299244800452723
Wwtr1	Lmo7	0.5151944119452634
Wwtr1	Ahnak	0.5232726627402424
Wwtr1	Gsn	0.5550787747073013
Wwtr1	Myh9	0.5157291669042995
Wwtr1	Gm10076	0.5249853158713921
Krt18	Krt19	0.5075866069902869
Krt18	Krt8	0.5158759543189266
Krt18	Sec14l3	0.5769792832192945
Krt18	Anxa1	0.5080923227765767
Akap5	Lyz2	-0.666343101290877
Akap5	Sftpa1	-0.6553497518466207
Akap5	Sftpc	-0.517388665222801
Cav1	Lyz2	-0.6906555983395619
Cav1	Sftpa1	-0.6513514471783725
Cav1	Sftpc	-0.5079091165238904
Fstl1	Lyz2	-0.828262309887901
Fstl1	Sftpa1	-0.7053307357335571
Fstl1	Sftpc	-0.5350447651651071
Cd36	Akap5	-0.6331093310987984
Cd36	Cav1	-0.632236459675649
Cd36	Fstl1	-0.6537540079790122
Lamp3	Akap5	-0.6526028176484228
Lamp3	Cav1	-0.6486768470084887
Lamp3	Fstl1	-0.6895509556343402
Slc34a2	Akap5	-0.6578739695661694
Slc34a2	Cav1	-0.6685546939475965
Slc34a2	Fstl1	-0.670320240580549
Scd1	Akap5	-0.6101227642532457
Scd1	Cav1	-0.6241258943333114
Scd1	Fstl1	-0.6367614353763755
H2-Aa	Akap5	-0.6010918254649661
H2-Aa	Cav1	-0.6031788672791288
H2-Aa	Fstl1	-0.8612767024423563
S100a6	Lyz2	-0.6458508270917973
S100a6	Sftpa1	-0.6368016191430329
S100a6	Sftpc	-0.5478055666140474
S100a6	Cd36	-0.6217807194912599
S100a6	Lamp3	-0.64492284689741
S100a6	Slc34a2	-0.6585413348315591
S100a6	Scd1	-0.6167577998670745
S100a6	H2-Aa	-0.5386278446321535
Col4a3	Lyz2	-0.5415138589986154
Col4a3	Sftpa1	-0.5017351929349285
Col4a3	Lamp3	-0.5014970253875459
Col4a3	Slc34a2	-0.5148296955901365
